item,itemLabel,year,nobelPrizeLabel,article_en,article_ja,pic,sexOrGenderLabel,dateOfBirth,dateOfDeath,countryOfCitizenshipLabel
http://www.wikidata.org/entity/Q106762,ジョージ・ポーター,1967,ノーベル化学賞,https://en.wikipedia.org/wiki/George_Porter,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BB%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%BC,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Porter%20Nobel.jpg,男性,1920-12-06T00:00:00Z,2002-08-31T00:00:00Z,イギリス
http://www.wikidata.org/entity/Q76610,ハインリッヒ・ヴィーラント,1927,ノーベル化学賞,https://en.wikipedia.org/wiki/Heinrich_Otto_Wieland,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%A4%E3%83%B3%E3%83%AA%E3%83%83%E3%83%92%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%88,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Wieland.jpg,男性,1877-06-04T00:00:00Z,1957-08-05T00:00:00Z,ナチス・ドイツ
http://www.wikidata.org/entity/Q104104,アンドレ・ガイム,2010,ノーベル物理学賞,https://en.wikipedia.org/wiki/Andre_Geim,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%89%E3%83%AC%E3%83%BB%E3%82%AC%E3%82%A4%E3%83%A0,http://commons.wikimedia.org/wiki/Special:FilePath/Andre%20Geim%202010-1.jpg,男性,1958-10-21T00:00:00Z,,オランダ王国
http://www.wikidata.org/entity/Q105927,根岸英一,2010,ノーベル化学賞,https://en.wikipedia.org/wiki/Ei-ichi_Negishi,https://ja.wikipedia.org/wiki/%E6%A0%B9%E5%B2%B8%E8%8B%B1%E4%B8%80,http://commons.wikimedia.org/wiki/Special:FilePath/Nobel%20Prize%202010-Press%20Conference%20KVA-DSC%207398.jpg,男性,1935-07-14T00:00:00Z,2021-06-06T00:00:00Z,日本
http://www.wikidata.org/entity/Q226525,カール・シュピッテラー,1919,ノーベル文学賞,https://en.wikipedia.org/wiki/Carl_Spitteler,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%B7%E3%83%A5%E3%83%94%E3%83%83%E3%83%86%E3%83%A9%E3%83%BC,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Spitteler%201919.jpg,男性,1845-04-24T00:00:00Z,1924-12-29T00:00:00Z,スイス
http://www.wikidata.org/entity/Q184592,ヘーラルト・トホーフト,1999,ノーベル物理学賞,https://en.wikipedia.org/wiki/Gerard_%27t_Hooft,https://ja.wikipedia.org/wiki/%E3%83%98%E3%83%BC%E3%83%A9%E3%83%AB%E3%83%88%E3%83%BB%E3%83%88%E3%83%9B%E3%83%BC%E3%83%95%E3%83%88,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20%27t%20Hooft.jpg,男性,1946-07-05T00:00:00Z,,オランダ王国
http://www.wikidata.org/entity/Q189803,アーサー・ハーデン,1929,ノーベル化学賞,https://en.wikipedia.org/wiki/Arthur_Harden,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%BB%E3%83%8F%E3%83%BC%E3%83%87%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/ArthurHarden.jpg,男性,1865-10-12T00:00:00Z,1940-06-17T00:00:00Z,イギリス
http://www.wikidata.org/entity/Q186391,テオドール・スヴェドベリ,1926,ノーベル化学賞,https://en.wikipedia.org/wiki/Theodor_Svedberg,https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%AA%E3%83%89%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%B9%E3%83%B4%E3%82%A7%E3%83%89%E3%83%99%E3%83%AA,http://commons.wikimedia.org/wiki/Special:FilePath/The-svedberg-1.jpg,男性,1884-08-30T00:00:00Z,1971-02-25T00:00:00Z,スウェーデン
http://www.wikidata.org/entity/Q223542,アラン・コーマック,1979,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Allan_MacLeod_Cormack,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%82%B3%E3%83%BC%E3%83%9E%E3%83%83%E3%82%AF,,男性,1924-02-23T00:00:00Z,1998-05-07T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q133267,レフ・ランダウ,1962,ノーベル物理学賞,https://en.wikipedia.org/wiki/Lev_Landau,https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%95%E3%83%BB%E3%83%A9%E3%83%B3%E3%83%80%E3%82%A6,http://commons.wikimedia.org/wiki/Special:FilePath/Landau.jpg,男性,1908-01-22T00:00:00Z,1968-04-01T00:00:00Z,アゼルバイジャン民主共和国
http://www.wikidata.org/entity/Q230652,アーウィン・ローズ,2004,ノーベル化学賞,https://en.wikipedia.org/wiki/Irwin_Rose,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%82%A6%E3%82%A3%E3%83%B3%E3%83%BB%E3%83%AD%E3%83%BC%E3%82%BA,http://commons.wikimedia.org/wiki/Special:FilePath/Nobel2004chemistrylaurets-Rose.jpg,男性,1926-07-16T00:00:00Z,2015-06-02T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q189006,シャルル・ルイ・アルフォンス・ラヴラン,1907,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Charles_Louis_Alphonse_Laveran,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%AB%E3%83%BB%E3%83%AB%E3%82%A4%E3%83%BB%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A9%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%A9%E3%83%B4%E3%83%A9%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Laveran%20nobel.jpg,男性,1845-06-18T00:00:00Z,1922-05-18T00:00:00Z,フランス
http://www.wikidata.org/entity/Q134085,ジャン・ペラン,1926,ノーベル物理学賞,https://en.wikipedia.org/wiki/Jean_Baptiste_Perrin,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%BB%E3%83%9A%E3%83%A9%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Perrin%201926.jpg,男性,1870-09-30T00:00:00Z,1942-04-17T00:00:00Z,フランス
http://www.wikidata.org/entity/Q76687,ヨハネス・ベドノルツ,1987,ノーベル物理学賞,https://en.wikipedia.org/wiki/Georg_Bednorz,https://ja.wikipedia.org/wiki/%E3%83%A8%E3%83%8F%E3%83%8D%E3%82%B9%E3%83%BB%E3%83%99%E3%83%89%E3%83%8E%E3%83%AB%E3%83%84,http://commons.wikimedia.org/wiki/Special:FilePath/Georg%20Bednorz%20speaking%20at%20the%20groundbreaking%20of%20the%20new%20IBM%20and%20ETH%20Zurich%20Nanotech%20Exploratory%20Technology%20Lab.jpg,男性,1950-05-16T00:00:00Z,,ドイツ
http://www.wikidata.org/entity/Q106454,アダム・リース,2011,ノーベル物理学賞,https://en.wikipedia.org/wiki/Adam_Riess,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%80%E3%83%A0%E3%83%BB%E3%83%AA%E3%83%BC%E3%82%B9_(%E5%A4%A9%E4%BD%93%E7%89%A9%E7%90%86%E5%AD%A6%E8%80%85),http://commons.wikimedia.org/wiki/Special:FilePath/Nobel%20Prize%202011-Press%20Conference%20KVA-DSC%207707.jpg,男性,1969-12-16T00:00:00Z,,アメリカ合衆国
http://www.wikidata.org/entity/Q188120,南部陽一郎,2008,ノーベル物理学賞,https://en.wikipedia.org/wiki/Yoichiro_Nambu,https://ja.wikipedia.org/wiki/%E5%8D%97%E9%83%A8%E9%99%BD%E4%B8%80%E9%83%8E,http://commons.wikimedia.org/wiki/Special:FilePath/YoichiroNambu.jpg,男性,1921-01-18T00:00:00Z,2015-07-05T00:00:00Z,日本
http://www.wikidata.org/entity/Q183631,アーネスト・ウォルトン,1951,ノーベル物理学賞,https://en.wikipedia.org/wiki/Ernest_Walton,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%83%8D%E3%82%B9%E3%83%88%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%AB%E3%83%88%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Walton.jpg,男性,1903-10-06T00:00:00Z,1995-06-25T00:00:00Z,アイルランド
http://www.wikidata.org/entity/Q105494,ラルフ・スタインマン,2011,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Ralph_M._Steinman,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%AB%E3%83%95%E3%83%BB%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%B3%E3%83%9E%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/RMSt.jpg,男性,1943-01-14T00:00:00Z,2011-09-30T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q219716,ポール・ナース,2001,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Paul_Nurse,https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%8A%E3%83%BC%E3%82%B9,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Nurse%20portrait.jpg,男性,1949-01-25T00:00:00Z,,イギリス
http://www.wikidata.org/entity/Q76797,ヨハネス・ハンス・イェンゼン,1963,ノーベル物理学賞,https://en.wikipedia.org/wiki/J._Hans_D._Jensen,https://ja.wikipedia.org/wiki/%E3%83%A8%E3%83%8F%E3%83%8D%E3%82%B9%E3%83%BB%E3%83%8F%E3%83%B3%E3%82%B9%E3%83%BB%E3%82%A4%E3%82%A7%E3%83%B3%E3%82%BC%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Hans%20Daniel%20Jensen%20%281907%E2%80%931973%29.jpg,男性,1907-06-25T00:00:00Z,1973-02-11T00:00:00Z,西ドイツ
http://www.wikidata.org/entity/Q106733,ジェローム・カール,1985,ノーベル化学賞,https://en.wikipedia.org/wiki/Jerome_Karle,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%83%AD%E3%83%BC%E3%83%A0%E3%83%BB%E3%82%AB%E3%83%BC%E3%83%AB,http://commons.wikimedia.org/wiki/Special:FilePath/Jerome%20Karle.jpg,男性,1918-06-18T00:00:00Z,2013-06-06T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q76614,フリードリッヒ・ベルギウス,1931,ノーベル化学賞,https://en.wikipedia.org/wiki/Friedrich_Bergius,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AA%E3%83%BC%E3%83%89%E3%83%AA%E3%83%83%E3%83%92%E3%83%BB%E3%83%99%E3%83%AB%E3%82%AE%E3%82%A6%E3%82%B9,http://commons.wikimedia.org/wiki/Special:FilePath/Bergius.jpg,男性,1884-10-11T00:00:00Z,1949-03-30T00:00:00Z,ドイツ
http://www.wikidata.org/entity/Q233355,ロバート・マリケン,1966,ノーベル化学賞,https://en.wikipedia.org/wiki/Robert_S._Mulliken,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88%E3%83%BB%E3%83%9E%E3%83%AA%E3%82%B1%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Mulliken%2CRobert%201929%20Chicago.jpg,男性,1896-06-07T00:00:00Z,1986-10-31T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q133222,クリントン・デイヴィソン,1937,ノーベル物理学賞,https://en.wikipedia.org/wiki/Clinton_Davisson,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AA%E3%83%B3%E3%83%88%E3%83%B3%E3%83%BB%E3%83%87%E3%82%A4%E3%83%B4%E3%82%A3%E3%82%BD%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Clinton%20Davisson.jpg,男性,1881-10-22T00:00:00Z,1958-02-01T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q184571,ポリカプ・クッシュ,1955,ノーベル物理学賞,https://en.wikipedia.org/wiki/Polykarp_Kusch,https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%AA%E3%82%AB%E3%83%97%E3%83%BB%E3%82%AF%E3%83%83%E3%82%B7%E3%83%A5,http://commons.wikimedia.org/wiki/Special:FilePath/Polykarp%20Kusch.jpg,男性,1911-01-26T00:00:00Z,1993-03-20T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q76602,ゲルハルト・ヘルツベルク,1971,ノーベル化学賞,https://en.wikipedia.org/wiki/Gerhard_Herzberg,https://ja.wikipedia.org/wiki/%E3%82%B2%E3%83%AB%E3%83%8F%E3%83%AB%E3%83%88%E3%83%BB%E3%83%98%E3%83%AB%E3%83%84%E3%83%99%E3%83%AB%E3%82%AF,http://commons.wikimedia.org/wiki/Special:FilePath/Herzberg%2CGerhard%201952%20London.jpg,男性,1904-12-25T00:00:00Z,1999-03-03T00:00:00Z,ドイツ
http://www.wikidata.org/entity/Q76613,ハンス・フォン・オイラー＝ケルピン,1929,ノーベル化学賞,https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%95%E3%82%A9%E3%83%B3%E3%83%BB%E3%82%AA%E3%82%A4%E3%83%A9%E3%83%BC%EF%BC%9D%E3%82%B1%E3%83%AB%E3%83%94%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Euler-chelpin.jpg,男性,1873-02-15T00:00:00Z,1964-11-06T00:00:00Z,ドイツ
http://www.wikidata.org/entity/Q133232,ガブリエル・リップマン,1908,ノーベル物理学賞,https://en.wikipedia.org/wiki/Gabriel_Lippmann,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%96%E3%83%AA%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%AA%E3%83%83%E3%83%97%E3%83%9E%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Lippmann2.jpg,男性,1845-08-16T00:00:00Z,1921-07-13T00:00:00Z,フランス
http://www.wikidata.org/entity/Q231402,ジャック・モノー,1965,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Jacques_Monod,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AF%E3%83%BB%E3%83%A2%E3%83%8E%E3%83%BC,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Monod%20nobel.jpg,男性,1910-02-09T00:00:00Z,1976-05-31T00:00:00Z,フランス
http://www.wikidata.org/entity/Q135154,ジョン・コーンフォース,1975,ノーベル化学賞,https://en.wikipedia.org/wiki/John_Cornforth,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%B3%E3%83%BC%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%82%B9,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Cornforth%201975.jpg,男性,1917-09-07T00:00:00Z,2013-12-08T00:00:00Z,オーストラリア
http://www.wikidata.org/entity/Q104913,ロバート・G・エドワーズ,2010,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Robert_Edwards_(physiologist),https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88%E3%83%BBG%E3%83%BB%E3%82%A8%E3%83%89%E3%83%AF%E3%83%BC%E3%82%BA,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Geoffrey%20Edwards%20%282010%29.jpg,男性,1925-09-27T00:00:00Z,2013-04-10T00:00:00Z,イギリス
http://www.wikidata.org/entity/Q131549,クロード・シモン,1985,ノーベル文学賞,https://en.wikipedia.org/wiki/Claude_Simon,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%89%E3%83%BB%E3%82%B7%E3%83%A2%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Simon%20ca%201932.jpg,男性,1913-10-10T00:00:00Z,2005-07-06T00:00:00Z,フランス
http://www.wikidata.org/entity/Q131729,ローレンス・ブラッグ,1915,ノーベル物理学賞,https://en.wikipedia.org/wiki/Lawrence_Bragg,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%BC%E3%83%AC%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%96%E3%83%A9%E3%83%83%E3%82%B0,http://commons.wikimedia.org/wiki/Special:FilePath/Wl-bragg.jpg,男性,1890-03-31T00:00:00Z,1971-07-01T00:00:00Z,オーストラリア
http://www.wikidata.org/entity/Q134641,エリク・アクセル・カールフェルト,1931,ノーベル文学賞,https://en.wikipedia.org/wiki/Erik_Axel_Karlfeldt,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%AA%E3%82%AF%E3%83%BB%E3%82%A2%E3%82%AF%E3%82%BB%E3%83%AB%E3%83%BB%E3%82%AB%E3%83%BC%E3%83%AB%E3%83%95%E3%82%A7%E3%83%AB%E3%83%88,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Zorn%20-%20Erik%20Axel%20Karlfeldt%20i%20Zorng%C3%A5rdens%20matsal%20%281906%29.jpg,男性,1864-07-20T00:00:00Z,1931-04-08T00:00:00Z,スウェーデン
http://www.wikidata.org/entity/Q233965,シャルル・ジュール・アンリ・ニコル,1928,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Charles_Nicolle,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%AB%E3%83%BB%E3%82%B8%E3%83%A5%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%AA%E3%83%BB%E3%83%8B%E3%82%B3%E3%83%AB,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Jules%20Henri%20Nicolle.%20Photograph.%20Wellcome%20V0026919.jpg,男性,1866-09-21T00:00:00Z,1936-02-28T00:00:00Z,フランス
http://www.wikidata.org/entity/Q133042,シュムエル・アグノン,1966,ノーベル文学賞,https://en.wikipedia.org/wiki/Shmuel_Yosef_Agnon,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%83%A0%E3%82%A8%E3%83%AB%E3%83%BB%E3%82%A2%E3%82%B0%E3%83%8E%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/%D7%A4%D7%95%D7%A8%D7%98%D7%A8%D7%98%20%D7%A9%22%D7%99%20%D7%A2%D7%92%D7%A0%D7%95%D7%9F%20%28cropped%29.jpg,男性,1887-08-08T00:00:00Z,1970-02-17T00:00:00Z,イスラエル
http://www.wikidata.org/entity/Q134644,ビセンテ・アレイクサンドレ,1977,ノーベル文学賞,https://en.wikipedia.org/wiki/Vicente_Aleixandre,https://ja.wikipedia.org/wiki/%E3%83%93%E3%82%BB%E3%83%B3%E3%83%86%E3%83%BB%E3%82%A2%E3%83%AC%E3%82%A4%E3%82%AF%E3%82%B5%E3%83%B3%E3%83%89%E3%83%AC,http://commons.wikimedia.org/wiki/Special:FilePath/Spaanse%20dichter%20en%20nobelprijswinnaar%20Vicente%20Alexandre%2C%20Bestanddeelnr%20929-3851.jpg,男性,1898-04-26T00:00:00Z,1984-12-14T00:00:00Z,スペイン
http://www.wikidata.org/entity/Q182031,ジャック・キルビー,2000,ノーベル物理学賞,https://en.wikipedia.org/wiki/Jack_Kilby,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AF%E3%83%BB%E3%82%AD%E3%83%AB%E3%83%93%E3%83%BC,http://commons.wikimedia.org/wiki/Special:FilePath/Jack%20Kilby%201960s.png,男性,1923-11-08T00:00:00Z,2005-06-20T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q233973,ジョン・ポープル,1998,ノーベル化学賞,https://en.wikipedia.org/wiki/John_Pople,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%9D%E3%83%BC%E3%83%97%E3%83%AB,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Anthony%20Pople.png,男性,1925-10-31T00:00:00Z,2004-03-15T00:00:00Z,イギリス
http://www.wikidata.org/entity/Q76612,ヨハン・ダイゼンホーファー,1988,ノーベル化学賞,https://en.wikipedia.org/wiki/Johann_Deisenhofer,https://ja.wikipedia.org/wiki/%E3%83%A8%E3%83%8F%E3%83%B3%E3%83%BB%E3%83%80%E3%82%A4%E3%82%BC%E3%83%B3%E3%83%9B%E3%83%BC%E3%83%95%E3%82%A1%E3%83%BC,,男性,1943-09-30T00:00:00Z,,ドイツ
http://www.wikidata.org/entity/Q133747,ヘンリー・ブラッグ,1915,ノーベル物理学賞,https://en.wikipedia.org/wiki/William_Henry_Bragg,https://ja.wikipedia.org/wiki/%E3%83%98%E3%83%B3%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%96%E3%83%A9%E3%83%83%E3%82%B0,http://commons.wikimedia.org/wiki/Special:FilePath/Wh-bragg.jpg,男性,1862-07-02T00:00:00Z,1942-03-12T00:00:00Z,イギリス
http://www.wikidata.org/entity/Q186465,ジュリアン・シュウィンガー,1965,ノーベル物理学賞,https://en.wikipedia.org/wiki/Julian_Schwinger,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A5%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%A5%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%AC%E3%83%BC,http://commons.wikimedia.org/wiki/Special:FilePath/Schwinger.jpg,男性,1918-02-12T00:00:00Z,1994-07-16T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q183655,オーウェン・チェンバレン,1959,ノーベル物理学賞,https://en.wikipedia.org/wiki/Owen_Chamberlain,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%82%A6%E3%82%A7%E3%83%B3%E3%83%BB%E3%83%81%E3%82%A7%E3%83%B3%E3%83%90%E3%83%AC%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Owen%20Chamberlain.jpg,男性,1920-07-10T00:00:00Z,2006-02-28T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q183279,ジョレス・アルフョーロフ,2000,ノーベル物理学賞,https://en.wikipedia.org/wiki/Zhores_Alferov,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%AC%E3%82%B9%E3%83%BB%E3%82%A2%E3%83%AB%E3%83%95%E3%83%A7%E3%83%BC%E3%83%AD%E3%83%95,http://commons.wikimedia.org/wiki/Special:FilePath/Zhores%20Alfyorov%20%282011-12-14%29.jpg,男性,1930-03-15T00:00:00Z,2019-03-01T00:00:00Z,ソビエト連邦
http://www.wikidata.org/entity/Q106494,コンスタンチン・ノボセロフ,2010,ノーベル物理学賞,https://en.wikipedia.org/wiki/Konstantin_Novoselov,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%81%E3%83%B3%E3%83%BB%E3%83%8E%E3%83%9C%E3%82%BB%E3%83%AD%E3%83%95,http://commons.wikimedia.org/wiki/Special:FilePath/Konstantin%20Novoselov%20at%20MIPT.jpg,男性,1974-08-23T00:00:00Z,,イギリス
http://www.wikidata.org/entity/Q76970,パーヴェル・チェレンコフ,1958,ノーベル物理学賞,https://en.wikipedia.org/wiki/Pavel_Cherenkov,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%BC%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%BB%E3%83%81%E3%82%A7%E3%83%AC%E3%83%B3%E3%82%B3%E3%83%95,http://commons.wikimedia.org/wiki/Special:FilePath/Cerenkov.jpg,男性,1904-07-28T00:00:00Z,1990-01-06T00:00:00Z,ロシア帝国
http://www.wikidata.org/entity/Q222944,パトリック・モディアノ,2014,ノーベル文学賞,https://en.wikipedia.org/wiki/Patrick_Modiano,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%83%BB%E3%83%A2%E3%83%87%E3%82%A3%E3%82%A2%E3%83%8E,http://commons.wikimedia.org/wiki/Special:FilePath/Patrick%20Modiano%206%20dec%202014%20-%2022.jpg,男性,1945-07-30T00:00:00Z,,フランス
http://www.wikidata.org/entity/Q76604,ハンス・フィッシャー,1930,ノーベル化学賞,https://en.wikipedia.org/wiki/Hans_Fischer,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%95%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A3%E3%83%BC,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Fischer%20%28Nobel%29.jpg,男性,1881-07-27T00:00:00Z,1945-03-31T00:00:00Z,ドイツ
http://www.wikidata.org/entity/Q232024,ジョン・ジェームズ・リチャード・マクラウド,1923,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/John_Macleod_(physiologist),https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%B8%E3%82%A7%E3%83%BC%E3%83%A0%E3%82%BA%E3%83%BB%E3%83%AA%E3%83%81%E3%83%A3%E3%83%BC%E3%83%89%E3%83%BB%E3%83%9E%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89,http://commons.wikimedia.org/wiki/Special:FilePath/J.J.R.%20Macleod%20ca.%201928.png,男性,1876-09-06T00:00:00Z,1935-03-16T00:00:00Z,イギリス
http://www.wikidata.org/entity/Q187199,カルロ・ルビア,1984,ノーベル物理学賞,https://en.wikipedia.org/wiki/Carlo_Rubbia,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%83%AD%E3%83%BB%E3%83%AB%E3%83%93%E3%82%A2,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20Rubbia%202012.jpg,男性,1934-03-31T00:00:00Z,,イタリア
http://www.wikidata.org/entity/Q184659,モーリス・ウィルキンス,1962,ノーベル生理学・医学賞,https://en.wikipedia.org/wiki/Maurice_Wilkins,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%BC%E3%83%AA%E3%82%B9%E3%83%BB%E3%82%A6%E3%82%A3%E3%83%AB%E3%82%AD%E3%83%B3%E3%82%B9,http://commons.wikimedia.org/wiki/Special:FilePath/Maurice%20Wilkins%20nobel.jpg,男性,1916-12-15T00:00:00Z,2004-10-05T00:00:00Z,ニュージーランド
http://www.wikidata.org/entity/Q186481,リカルド・ジャコーニ,2002,ノーベル物理学賞,https://en.wikipedia.org/wiki/Riccardo_Giacconi,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%82%AB%E3%83%AB%E3%83%89%E3%83%BB%E3%82%B8%E3%83%A3%E3%82%B3%E3%83%BC%E3%83%8B,http://commons.wikimedia.org/wiki/Special:FilePath/RiccardoGiacconi.jpg,男性,1931-10-06T00:00:00Z,2018-12-09T00:00:00Z,アメリカ合衆国
http://www.wikidata.org/entity/Q76600,マンフレート・アイゲン,1967,ノーベル化学賞,https://en.wikipedia.org/wiki/Manfred_Eigen,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%B3%E3%83%95%E3%83%AC%E3%83%BC%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%82%B2%E3%83%B3,http://commons.wikimedia.org/wiki/Special:FilePath/Eigen%2CManfred%201996%20G%C3%B6ttingen.jpg,男性,1927-05-09T00:00:00Z,2019-02-06T00:00:00Z,ドイツ
